Building Name,Building Type,Latitude,Longitude,Connected Nodes
556815502-1,P;,43.0733382,-89.3973216,556815502-2;N. Lake St. @ University Ave.;355176353-1;385377821-1;381192557-3
556815502-2,P;,43.0733552,-89.3973326,556815502-1;556815502-3
556815502-3,P;,43.0739012,-89.3973102,556815502-2;556815502-4;32264166-2;32264166-3
556815502-4,P;,43.074321,-89.3973017,556815502-3;556815502-5;United States Post Office;32264169-2
556815502-5,P;,43.0748334,-89.3972913,556815502-4;United States Post Office;Calvary Lutheran Chapel;Paul's Bookstore;UW Credit Union;506100840-7
458185217-1,P;,43.0739027,-89.397411,458185217-2;737366443-1;458185220-3;32264166-1
458185217-2,P;,43.0743212,-89.3973956,458185217-1;458185217-3;Extension Building;United States Post Office;32264169-1
458185217-3,P;,43.0744124,-89.3973923,458185217-2;458185217-4;United States Post Office;Calvary Lutheran Chapel;102926131-1
458185217-4,P;,43.0745943,-89.3973856,458185217-3;United States Post Office;Calvary Lutheran Chapel;458185225-1
102926131-1,P;,43.0744124,-89.3973923,102926131-2;United States Post Office;Calvary Lutheran Chapel;458185217-3
102926131-2,P;,43.0744136,-89.3974774,102926131-1;102926131-3;Extension Building;United States Post Office;Calvary Lutheran Chapel;570692313-3;556815505-1
102926131-3,P;,43.0744178,-89.397766,102926131-2;102926131-4;Extension Building;Calvary Lutheran Chapel
102926131-4,P;,43.0744244,-89.3982138,102926131-3;Pres House Apartments;Extension Building;102926127-2
32264169-1,P;,43.0743212,-89.3973956,32264169-2;Extension Building;United States Post Office;458185217-2
32264169-2,P;,43.074321,-89.3973017,32264169-1;32264169-3;United States Post Office;556815502-4
32264169-3,P;,43.0743208,-89.3972813,32264169-2;United States Post Office
381192557-1,P;,43.0733129,-89.395919,381192557-2;The Eleanor;Karaoke Kid;Sushi Express;Hair Forum;Crave Coffee;Poke It Up;638580220-1;514580407-1;381192554-5
381192557-2,P;,43.0733265,-89.3966321,381192557-1;381192557-3;The Double U;Estacion Inka;Karaoke Kid;Sushi Express;Hair Forum;Crave Coffee;428125658-3
381192557-3,P;,43.0733382,-89.3973216,381192557-2;N. Lake St. @ University Ave.;355176353-1;385377821-1;556815502-1
428125658-1,P;,43.073775,-89.3966157,428125658-2;City of Madison State Street Campus Ramp;The Double U;Estacion Inka;428125659-2
428125658-2,P;,43.0735495,-89.396624,428125658-1;428125658-3;The Double U;Estacion Inka;Karaoke Kid;Sushi Express;Hair Forum;320602047-1
428125658-3,P;,43.0733265,-89.3966321,428125658-2;428125658-4;The Double U;Estacion Inka;Karaoke Kid;Sushi Express;Hair Forum;Crave Coffee;381192557-2
428125658-4,P;,43.0732116,-89.3966363,428125658-3;Fluno Center;The Double U;Estacion Inka;Karaoke Kid;Sushi Express;Hair Forum;6756608-3
320602047-1,P;,43.0735495,-89.396624,320602047-2;The Double U;Estacion Inka;Karaoke Kid;Sushi Express;Hair Forum;428125658-2
320602047-2,P;,43.0735486,-89.3963518,320602047-1;320602047-3;The Double U;Estacion Inka;Karaoke Kid;Sushi Express;Hair Forum;Crave Coffee
320602047-3,P;,43.0736422,-89.3963512,320602047-2;The Double U;Estacion Inka;Karaoke Kid;Sushi Express;Hair Forum;Crave Coffee
102376945-1,P;,43.0736167,-89.3962214,102376945-2;Estacion Inka;Karaoke Kid;Sushi Express;Hair Forum;Crave Coffee
102376945-2,P;,43.0736111,-89.3959168,102376945-1;102376945-3;The Eleanor;Grimm Book Bindery;Karaoke Kid;Sushi Express;Hair Forum;Crave Coffee;Poke It Up;514580407-2
102376945-3,P;,43.0736089,-89.3958072,102376945-2;The Eleanor;Grimm Book Bindery;Hair Forum;Crave Coffee;Poke It Up;316730796-3
316730796-1,P;,43.0731958,-89.3958203,316730796-2;Vintage Spirits and Grill;Sushi Express;Hair Forum;Crave Coffee;Dotty Dumpling's Dowry;Ian's Pizza;Poke It Up;6756608-1;910261243-5;6756613-11;102384108-1
316730796-2,P;,43.0733119,-89.3958166,316730796-1;316730796-3;Vintage Spirits and Grill;The Eleanor;Bills Key Shop;Sushi Express;Hair Forum;Crave Coffee;Poke It Up;381192554-4
316730796-3,P;,43.0736089,-89.3958072,316730796-2;316730796-4;The Eleanor;Grimm Book Bindery;Hair Forum;Crave Coffee;Poke It Up;102376945-3
316730796-4,P;,43.073898,-89.395798,316730796-3;316730796-5;The Eleanor;Grimm Book Bindery;Porta Bella;32264181-1
316730796-5,P;,43.0739491,-89.3957963,316730796-4;316730796-6;The Eleanor;Grimm Book Bindery;Porta Bella;682542306-1
316730796-6,P;,43.0742211,-89.3957877,316730796-5;316730796-7;Porta Bella;32264177-1
316730796-7,P;,43.0744085,-89.3957817,316730796-6;316730796-8;State Street Brats;Colectivo;102378491-11
316730796-8,P;,43.0744697,-89.3957798,316730796-7;State Street Brats;Colectivo;514580407-6;102378489-6;102322718-1;556815507-1
32264181-1,P;,43.073898,-89.395798,32264181-2;The Eleanor;Grimm Book Bindery;Porta Bella;316730796-4
32264181-2,P;,43.0738963,-89.3959147,32264181-1;32264181-3;The Eleanor;Grimm Book Bindery;Porta Bella;514580407-3
32264181-3,P;,43.0738952,-89.3959851,32264181-2;The Eleanor
514580407-1,P;,43.0733129,-89.395919,514580407-2;The Eleanor;Karaoke Kid;Sushi Express;Hair Forum;Crave Coffee;Poke It Up;638580220-1;381192557-1;381192554-5
514580407-2,P;,43.0736111,-89.3959168,514580407-1;514580407-3;The Eleanor;Grimm Book Bindery;Karaoke Kid;Sushi Express;Hair Forum;Crave Coffee;Poke It Up;102376945-2
514580407-3,P;,43.0738963,-89.3959147,514580407-2;514580407-4;The Eleanor;Grimm Book Bindery;Porta Bella;32264181-2
514580407-4,P;,43.0742224,-89.3959097,514580407-3;514580407-5;32264177-2
514580407-5,P;,43.0744106,-89.3959101,514580407-4;514580407-6;State Street Brats;102378491-10
514580407-6,P;,43.0744697,-89.3957798,514580407-5;State Street Brats;Colectivo;316730796-8;102378489-6;102322718-1;556815507-1
428125659-1,P;,43.0743604,-89.3965946,428125659-2;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street;298469536-4
428125659-2,P;,43.073775,-89.3966157,428125659-1;City of Madison State Street Campus Ramp;The Double U;Estacion Inka;428125658-1
298469536-1,P;,43.0745217,-89.3965894,298469536-2;United States Post Office;Hawthorne Ct & State Street;102291503-3
298469536-2,P;,43.0744367,-89.3965915,298469536-1;298469536-3;City of Madison State Street Campus Ramp;United States Post Office;Hawthorne Ct & State Street;320602048-1
298469536-3,P;,43.0743915,-89.3965934,298469536-2;298469536-4;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street
298469536-4,P;,43.0743604,-89.3965946,298469536-3;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street;428125659-1
320602048-1,P;,43.0744367,-89.3965915,320602048-2;City of Madison State Street Campus Ramp;United States Post Office;Hawthorne Ct & State Street;298469536-2
320602048-2,P;,43.0744352,-89.3964034,320602048-1;320602048-3;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street;570699574-1
320602048-3,P;,43.0744351,-89.3963871,320602048-2;320602048-4;City of Madison State Street Campus Ramp;State Street Brats;Hawthorne Ct & State Street;570699574-1
320602048-4,P;,43.0744871,-89.3963871,320602048-3;State Street Brats;Hawthorne Ct & State Street
32264177-1,P;,43.0742211,-89.3957877,32264177-2;Porta Bella;316730796-6
32264177-2,P;,43.0742224,-89.3959097,32264177-1;32264177-3;514580407-4
32264177-3,P;,43.0742231,-89.395977,32264177-2
570699574-1,P;,43.0744352,-89.3964034,570699574-2;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street;320602048-2;320602048-3
570699574-2,P;,43.0744184,-89.3963948,570699574-1;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street;102378491-8
102378491-1,P;,43.0743698,-89.3965315,102378491-2;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street
102378491-2,P;,43.0743767,-89.3965456,102378491-1;102378491-3;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street
102378491-3,P;,43.0743862,-89.396544,102378491-2;102378491-4;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street
102378491-4,P;,43.0743988,-89.3965197,102378491-3;102378491-5;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street
102378491-5,P;,43.0744042,-89.3964933,102378491-4;102378491-6;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street
102378491-6,P;,43.074405,-89.3964793,102378491-5;102378491-7;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street
102378491-7,P;,43.0744039,-89.3963952,102378491-6;102378491-8;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street
102378491-8,P;,43.0744184,-89.3963948,102378491-7;102378491-9;City of Madison State Street Campus Ramp;Hawthorne Ct & State Street;570699574-2
102378491-9,P;,43.0744155,-89.3962115,102378491-8;102378491-10;State Street Brats;102378489-1
102378491-10,P;,43.0744106,-89.3959101,102378491-9;102378491-11;State Street Brats;514580407-5
102378491-11,P;,43.0744085,-89.3957817,102378491-10;State Street Brats;Colectivo;316730796-7
102378489-1,P;,43.0744155,-89.3962115,102378489-2;State Street Brats;102378491-9
102378489-2,P;,43.0745534,-89.3962106,102378489-1;102378489-3;State Street Brats;Hawthorne Ct & State Street
102378489-3,P;,43.0745513,-89.3959652,102378489-2;102378489-4;State Street Brats;Colectivo
102378489-4,P;,43.0745484,-89.3959344,102378489-3;102378489-5;State Street Brats;Colectivo
102378489-5,P;,43.0745337,-89.3959022,102378489-4;102378489-6;State Street Brats;Colectivo
102378489-6,P;,43.0744697,-89.3957798,102378489-5;State Street Brats;Colectivo;316730796-8;514580407-6;102322718-1;556815507-1
368785304-1,P;,43.0746752,-89.400784,368785304-2;39201368-2
368785304-2,P;,43.074676,-89.4008273,368785304-1;368785304-3
368785304-3,P;,43.0746872,-89.4008959,368785304-2;368785304-4;Music Hall
368785304-4,P;,43.0747013,-89.4009567,368785304-3;368785304-5;Music Hall
368785304-5,P;,43.0747278,-89.4010099,368785304-4;368785304-6;Music Hall
368785304-6,P;,43.0747545,-89.4010462,368785304-5;368785304-7;Music Hall
368785304-7,P;,43.074775,-89.4010688,368785304-6;Music Hall;38855389-2;368785302-5
368785302-1,P;,43.0749632,-89.4008649,368785302-2;368785297-2;368785303-1
368785302-2,P;,43.0749328,-89.4008926,368785302-1;368785302-3
368785302-3,P;,43.0748917,-89.4009278,368785302-2;368785302-4
368785302-4,P;,43.0748326,-89.4009943,368785302-3;368785302-5;Music Hall
368785302-5,P;,43.074775,-89.4010688,368785302-4;Music Hall;38855389-2;368785304-7
39201368-1,P;,43.0746738,-89.4007332,39201368-2;38855259-10
39201368-2,P;,43.0746752,-89.400784,39201368-1;368785304-1
38855259-1,P;,43.0761214,-89.4007029,38855259-2;38855260-1
38855259-2,P;,43.0760828,-89.4006928,38855259-1;38855259-3
38855259-3,P;,43.0759677,-89.4006951,38855259-2;38855259-4;Science Hall;298469543-2
38855259-4,P;,43.0758996,-89.4006969,38855259-3;38855259-5;Science Hall;State Cartographer's Office;38855261-1
38855259-5,P;,43.075815,-89.4006988,38855259-4;38855259-6;Science Hall;State Cartographer's Office;38855262-1
38855259-6,P;,43.07579,-89.4006996,38855259-5;38855259-7;Science Hall;State Cartographer's Office;368785296-2
38855259-7,P;,43.0749597,-89.400726,38855259-6;38855259-8;368785297-1;412847195-2
38855259-8,P;,43.074849,-89.4007289,38855259-7;38855259-9
38855259-9,P;,43.0747592,-89.4007308,38855259-8;38855259-10
38855259-10,P;,43.0746738,-89.4007332,38855259-9;38855259-11;39201368-1
38855259-11,P;,43.0745326,-89.4007364,38855259-10;38855259-12;175129198-3
38855259-12,P;,43.0743287,-89.4007435,38855259-11;38855259-13;N Park & Lathrop (SB);38855392-1
38855259-13,P;,43.0742091,-89.4007506,38855259-12;38855259-14;N Park & Lathrop (SB);39201345-2
38855259-14,P;,43.0740058,-89.4007579,38855259-13;38855259-15;Chadbourne Residence Hall;295601564-2
38855259-15,P;,43.0737989,-89.400765,38855259-14;38855259-16;Chadbourne Residence Hall;906699465-1
38855259-16,P;,43.0735968,-89.4007719,38855259-15;38855259-17;Chadbourne Residence Hall;295601562-3
38855259-17,P;,43.073518,-89.4007769,38855259-16;38855259-18;Chadbourne Residence Hall;295601559-2
38855259-18,P;,43.073421,-89.4007822,38855259-17;38855266-33
368785298-1,P;,43.0746961,-89.4002837,368785298-2;515241696-2
368785298-2,P;,43.0747718,-89.4010311,368785298-1;Music Hall;38855389-1
368785297-1,P;,43.0749597,-89.400726,368785297-2;38855259-7;412847195-2
368785297-2,P;,43.0749632,-89.4008649,368785297-1;368785302-1;368785303-1
412847195-1,P;,43.0749572,-89.4006139,412847195-2;904814902-2;556815506-2;458185230-1
412847195-2,P;,43.0749597,-89.400726,412847195-1;38855259-7;368785297-1
556815506-1,P;,43.0749558,-89.4005131,556815506-2;38855227-1;653768909-10;175127779-16
556815506-2,P;,43.0749572,-89.4006139,556815506-1;904814902-2;412847195-1;458185230-1
368785303-1,P;,43.0749632,-89.4008649,368785303-2;368785302-1;368785297-2
368785303-2,P;,43.0750474,-89.4008757,368785303-1;368785303-3
368785303-3,P;,43.075123,-89.4008967,368785303-2;368785303-4
368785303-4,P;,43.0751782,-89.4009256,368785303-3;368785303-5
368785303-5,P;,43.0752095,-89.4009516,368785303-4;368785303-6;State Cartographer's Office
368785303-6,P;,43.0752464,-89.4010189,368785303-5;State Cartographer's Office;102926721-1
368785299-1,P;,43.0747944,-89.4005104,368785299-2;38855227-2
368785299-2,P;,43.0747837,-89.3997922,368785299-1;368785299-3;Library Mall;368785295-1;163605028-4
368785299-3,P;,43.0747823,-89.399671,368785299-2;University Club;Library Mall;368785300-1;305438433-3
39201349-1,P;,43.0747246,-89.3997937,39201349-2;University Club;Library Mall;515241698-1;368785295-2
39201349-2,P;,43.0747303,-89.4002834,39201349-1;515241696-1
458185230-1,P;,43.0749572,-89.4006139,458185230-2;904814902-2;412847195-1;556815506-2
458185230-2,P;,43.0756803,-89.4006054,458185230-1;458185230-3;State Cartographer's Office;695814424-1
458185230-3,P;,43.0757884,-89.4006041,458185230-2;458185230-4;State Cartographer's Office;368785296-1;368785294-2
458185230-4,P;,43.075873,-89.4006026,458185230-3;State Cartographer's Office;323556063-6;323556066-1
38855262-1,P;,43.075815,-89.4006988,38855262-2;Science Hall;State Cartographer's Office;38855259-5
38855262-2,P;,43.0758171,-89.4008175,38855262-1;Science Hall;State Cartographer's Office;102926436-7
368785296-1,P;,43.0757884,-89.4006041,368785296-2;State Cartographer's Office;458185230-3;368785294-2
368785296-2,P;,43.07579,-89.4006996,368785296-1;Science Hall;State Cartographer's Office;38855259-6
456466219-1,P;,43.0758593,-89.4008172,456466219-2;Science Hall;State Cartographer's Office;102926436-6
456466219-2,P;,43.0758592,-89.4009049,456466219-1;Science Hall;State Cartographer's Office
38855261-1,P;,43.0758996,-89.4006969,38855261-2;Science Hall;State Cartographer's Office;38855259-4
38855261-2,P;,43.0759014,-89.4008168,38855261-1;Science Hall;State Cartographer's Office;102926436-5
298469543-1,P;,43.0759644,-89.4006031,298469543-2;565549008-2;323556066-2
298469543-2,P;,43.0759677,-89.4006951,298469543-1;Science Hall;38855259-3
653768909-1,P;,43.0757775,-89.3992999,653768909-2;653768908-1;38855223-2;653768907-2
653768909-2,P;,43.0757786,-89.3993532,653768909-1;653768909-3;556811641-3
653768909-3,P;,43.0757819,-89.3995061,653768909-2;653768909-4;695814428-2
653768909-4,P;,43.0757842,-89.3996092,653768909-3;653768909-5
653768909-5,P;,43.0757929,-89.4000136,653768909-4;653768909-6;Wisconsin State Historical Society;Langdon & N Park (EB);695814426-2
653768909-6,P;,43.0758024,-89.4004569,653768909-5;653768909-7
653768909-7,P;,43.0758002,-89.4004829,653768909-6;653768909-8;368785301-1
653768909-8,P;,43.0757862,-89.4005049,653768909-7;653768909-9;State Cartographer's Office;368785294-1
653768909-9,P;,43.0756793,-89.4005059,653768909-8;653768909-10;State Cartographer's Office;695814424-2
653768909-10,P;,43.0749558,-89.4005131,653768909-9;38855227-1;556815506-1;175127779-16
368785294-1,P;,43.0757862,-89.4005049,368785294-2;State Cartographer's Office;653768909-8
368785294-2,P;,43.0757884,-89.4006041,368785294-1;State Cartographer's Office;458185230-3;368785296-1
695814424-1,P;,43.0756803,-89.4006054,695814424-2;State Cartographer's Office;458185230-2
695814424-2,P;,43.0756793,-89.4005059,695814424-1;695814424-3;State Cartographer's Office;653768909-9
695814424-3,P;,43.0756755,-89.4001365,695814424-2;Wisconsin State Historical Society
368785301-1,P;,43.0758002,-89.4004829,368785301-2;653768909-7
368785301-2,P;,43.0758707,-89.4004858,368785301-1;368785301-3;323556063-5
368785301-3,P;,43.0759449,-89.4004848,368785301-2;695814422-8
565549008-1,P;,43.0759634,-89.4005119,565549008-2;695814422-7
565549008-2,P;,43.0759644,-89.4006031,565549008-1;298469543-1;323556066-2
695814426-1,P;,43.0757373,-89.4000145,695814426-2;Wisconsin State Historical Society;Langdon & N Park (EB);175127782-10
695814426-2,P;,43.0757929,-89.4000136,695814426-1;Wisconsin State Historical Society;Langdon & N Park (EB);653768909-5
368785295-1,P;,43.0747837,-89.3997922,368785295-2;Library Mall;368785299-2;163605028-4
368785295-2,P;,43.0747246,-89.3997937,368785295-1;University Club;Library Mall;515241698-1;39201349-1
163605028-1,P;,43.0749455,-89.3997882,163605028-2;Library Mall;175127779-13
163605028-2,P;,43.0748959,-89.3997901,163605028-1;163605028-3;Library Mall
163605028-3,P;,43.0748343,-89.3997909,163605028-2;163605028-4;Library Mall
163605028-4,P;,43.0747837,-89.3997922,163605028-3;Library Mall;368785299-2;368785295-1
305438433-1,P;,43.0749456,-89.3996693,305438433-2;Library Mall;175127779-12
305438433-2,P;,43.0748336,-89.3996706,305438433-1;305438433-3;University Club;Library Mall
305438433-3,P;,43.0747823,-89.399671,305438433-2;University Club;Library Mall;368785300-1;368785299-3
38855224-1,P;,43.0752767,-89.3990833,38855224-2
38855224-2,P;,43.0750383,-89.3992972,38855224-1;38855224-3;University Club;Library Mall;653768908-4
38855224-3,P;,43.0750105,-89.3993126,38855224-2;38855224-4;University Club;Library Mall;175127782-1
38855224-4,P;,43.0749887,-89.3993247,38855224-3;38855224-5;University Club;Library Mall
38855224-5,P;,43.0749427,-89.3993338,38855224-4;University Club;Library Mall;175127779-10
175127779-1,P;,43.0749169,-89.3973746,175127779-2;Calvary Lutheran Chapel;Paul's Bookstore;UW Credit Union;458185225-3;453867863-1;316623614-10
175127779-2,P;,43.0749178,-89.3974466,175127779-1;175127779-3;Calvary Lutheran Chapel;Paul's Bookstore;556815505-3
175127779-3,P;,43.074918,-89.39748,175127779-2;175127779-4;Calvary Lutheran Chapel;Paul's Bookstore
175127779-4,P;,43.0749256,-89.3981479,175127779-3;175127779-5;566167317-2
175127779-5,P;,43.0749297,-89.3985179,175127779-4;175127779-6;298469540-2
175127779-6,P;,43.0749314,-89.3986681,175127779-5;175127779-7;38855225-5
175127779-7,P;,43.0749348,-89.3988746,175127779-6;175127779-8
175127779-8,P;,43.0749369,-89.399005,175127779-7;175127779-9;University Club;Library Mall;677095660-7
175127779-9,P;,43.0749386,-89.3991019,175127779-8;175127779-10;University Club;Library Mall;305438436-1
175127779-10,P;,43.0749427,-89.3993338,175127779-9;175127779-11;University Club;Library Mall;38855224-5
175127779-11,P;,43.0749456,-89.3996273,175127779-10;175127779-12;Library Mall
175127779-12,P;,43.0749456,-89.3996693,175127779-11;175127779-13;Library Mall;305438433-1
175127779-13,P;,43.0749455,-89.3997882,175127779-12;175127779-14;Library Mall;163605028-1
175127779-14,P;,43.0749533,-89.4003216,175127779-13;175127779-15
175127779-15,P;,43.0749554,-89.4004803,175127779-14;175127779-16
175127779-16,P;,43.0749558,-89.4005131,175127779-15;38855227-1;556815506-1;653768909-10
38855225-1,P;,43.075279,-89.3989062,38855225-2
38855225-2,P;,43.0750754,-89.3987388,38855225-1;38855225-3
38855225-3,P;,43.0750286,-89.3987004,38855225-2;38855225-4;38855226-1
38855225-4,P;,43.0749806,-89.398671,38855225-3;38855225-5
38855225-5,P;,43.0749314,-89.3986681,38855225-4;175127779-6
298469540-1,P;,43.0753238,-89.3985146,298469540-2;586978198-2;586978200-1
298469540-2,P;,43.0749297,-89.3985179,298469540-1;175127779-5
101606154-1,P;,43.0753276,-89.3986857,101606154-2;101606145-1;38855226-2
101606154-2,P;,43.0753321,-89.3988407,101606154-1
101606145-1,P;,43.0753276,-89.3986857,101606145-2;101606154-1;38855226-2
101606145-2,P;,43.0753242,-89.3985464,101606145-1;586978198-1
586978198-1,P;,43.0753242,-89.3985464,586978198-2;101606145-2
586978198-2,P;,43.0753238,-89.3985146,586978198-1;298469540-1;586978200-1
175127782-1,P;,43.0750105,-89.3993126,175127782-2;University Club;Library Mall;38855224-3
175127782-2,P;,43.0750653,-89.3995048,175127782-1;175127782-3;Library Mall
175127782-3,P;,43.0750692,-89.3996272,175127782-2;175127782-4;Library Mall
175127782-4,P;,43.0753526,-89.3996202,175127782-3;175127782-5;Wisconsin State Historical Society;695814420-2
175127782-5,P;,43.0753948,-89.399619,175127782-4;175127782-6;Wisconsin State Historical Society;566167316-1
175127782-6,P;,43.0754494,-89.3996178,175127782-5;175127782-7;Wisconsin State Historical Society;479991153-1
175127782-7,P;,43.0757119,-89.3996111,175127782-6;175127782-8
175127782-8,P;,43.0757355,-89.3996092,175127782-7;175127782-9;695814427-1
175127782-9,P;,43.0757356,-89.3996243,175127782-8;175127782-10;695814427-1
175127782-10,P;,43.0757373,-89.4000145,175127782-9;Wisconsin State Historical Society;Langdon & N Park (EB);695814426-1
566167316-1,P;,43.0753948,-89.399619,566167316-2;Wisconsin State Historical Society;175127782-5
566167316-2,P;,43.075395,-89.3996476,566167316-1;566167316-3;Wisconsin State Historical Society
566167316-3,P;,43.0753948,-89.3996974,566167316-2;Wisconsin State Historical Society
695814420-1,P;,43.0753518,-89.3994984,695814420-2;Wisconsin State Historical Society;101606153-3
695814420-2,P;,43.0753526,-89.3996202,695814420-1;Wisconsin State Historical Society;175127782-4
479991153-1,P;,43.0754494,-89.3996178,479991153-2;Wisconsin State Historical Society;175127782-6
479991153-2,P;,43.0754483,-89.3994955,479991153-1;Wisconsin State Historical Society;695814419-1
101606153-1,P;,43.0753496,-89.3991635,101606153-2
101606153-2,P;,43.0753506,-89.3992972,101606153-1;101606153-3;653768908-3
101606153-3,P;,43.0753518,-89.3994984,101606153-2;Wisconsin State Historical Society;695814420-1
653768908-1,P;,43.0757775,-89.3992999,653768908-2;653768909-1;38855223-2;653768907-2
653768908-2,P;,43.0754466,-89.3992974,653768908-1;653768908-3;695814419-2
653768908-3,P;,43.0753506,-89.3992972,653768908-2;653768908-4;101606153-2
653768908-4,P;,43.0750383,-89.3992972,653768908-3;University Club;Library Mall;38855224-2
695814419-1,P;,43.0754483,-89.3994955,695814419-2;Wisconsin State Historical Society;479991153-2
695814419-2,P;,43.0754466,-89.3992974,695814419-1;695814419-3;653768908-2
695814419-3,P;,43.0754443,-89.3991528,695814419-2
38855223-1,P;,43.0754993,-89.3990792,38855223-2
38855223-2,P;,43.0757775,-89.3992999,38855223-1;653768909-1;653768908-1;653768907-2
695814427-1,P;,43.0757355,-89.3996092,695814427-2;175127782-8;175127782-9
695814427-2,P;,43.0757341,-89.399507,695814427-1;695814428-1
298469550-1,P;,43.075937,-89.4000021,298469550-2;695814422-11
298469550-2,P;,43.0760353,-89.4,298469550-1;298469550-3;Memorial Union
298469550-3,P;,43.076034,-89.3998896,298469550-2;298469550-4;Memorial Union;298469537-1
298469550-4,P;,43.0760328,-89.3997894,298469550-3;298469550-5;Memorial Union;298469539-2
298469550-5,P;,43.0760317,-89.3996906,298469550-4;298469550-6;Memorial Union
298469550-6,P;,43.0759329,-89.3996927,298469550-5;695814422-12
695814428-1,P;,43.0757341,-89.399507,695814428-2;695814427-2
695814428-2,P;,43.0757819,-89.3995061,695814428-1;653768909-3
565476580-1,P;,43.0759283,-89.3993747,565476580-2;556811641-1;695814422-13;695814422-14
565476580-2,P;,43.0760597,-89.3993733,565476580-1;565476581-1
556811641-1,P;,43.075928,-89.3993564,556811641-2;565476580-1;695814422-13;695814422-14
556811641-2,P;,43.0758486,-89.3993548,556811641-1;556811641-3;323556063-4
556811641-3,P;,43.0757786,-89.3993532,556811641-2;653768909-2
38855226-1,P;,43.0750286,-89.3987004,38855226-2;38855225-3
38855226-2,P;,43.0753276,-89.3986857,38855226-1;38855226-3;101606154-1;101606145-1
38855226-3,P;,43.0754333,-89.3986835,38855226-2;38855226-4;586978202-1;586978199-2
38855226-4,P;,43.0757671,-89.3986699,38855226-3;653768906-1;653768907-1;556815505-10
586978202-1,P;,43.0754333,-89.3986835,586978202-2;38855226-3;586978199-2
586978202-2,P;,43.0754348,-89.3988362,586978202-1
586978200-1,P;,43.0753238,-89.3985146,586978200-2;298469540-1;586978198-2
586978200-2,P;,43.0754311,-89.3985104,586978200-1;586978201-2;653768905-2
586978199-1,P;,43.0754317,-89.3985411,586978199-2;586978201-1
586978199-2,P;,43.0754333,-89.3986835,586978199-1;38855226-3;586978202-1
586978201-1,P;,43.0754317,-89.3985411,586978201-2;586978199-1
586978201-2,P;,43.0754311,-89.3985104,586978201-1;586978200-2;653768905-2
653768906-1,P;,43.0757671,-89.3986699,653768906-2;38855226-4;653768907-1;556815505-10
653768906-2,P;,43.0754975,-89.3989112,653768906-1
653768905-1,P;,43.0756935,-89.398505,653768905-2;298469538-2
653768905-2,P;,43.0754311,-89.3985104,653768905-1;586978200-2;586978201-2
653768907-1,P;,43.0757671,-89.3986699,653768907-2;38855226-4;653768906-1;556815505-10
653768907-2,P;,43.0757775,-89.3992999,653768907-1;653768909-1;653768908-1;38855223-2
323556063-1,P;,43.0758089,-89.3973283,323556063-2;Marsha P. Johnson Co-op;Langdon St. & N. Lake St.;453867863-6;913681369-1;323556065-1
323556063-2,P;,43.075811,-89.3974346,323556063-1;323556063-3;Marsha P. Johnson Co-op;Langdon St. & N. Lake St.;381198029-2
323556063-3,P;,43.0758377,-89.3987976,323556063-2;323556063-4;565476588-1
323556063-4,P;,43.0758486,-89.3993548,323556063-3;323556063-5;556811641-2
323556063-5,P;,43.0758707,-89.4004858,323556063-4;323556063-6;368785301-2
323556063-6,P;,43.075873,-89.4006026,323556063-5;State Cartographer's Office;458185230-4;323556066-1
565476584-1,P;,43.0759221,-89.3989722,565476584-2;695814422-16
565476584-2,P;,43.0759634,-89.3989554,565476584-1;565476584-3
565476584-3,P;,43.0759913,-89.3989558,565476584-2;565476584-4
565476584-4,P;,43.0760144,-89.3989722,565476584-3;565476584-5
565476584-5,P;,43.0760468,-89.3990223,565476584-4;565476584-6;565476587-7
565476584-6,P;,43.0760642,-89.3990165,565476584-5;565476585-1
298469538-1,P;,43.0757641,-89.3985036,298469538-2;556815505-9
298469538-2,P;,43.0756935,-89.398505,298469538-1;653768905-1
37965573-1,P;,43.0759136,-89.3983298,37965573-2;695814422-22
37965573-2,P;,43.0759594,-89.3983408,37965573-1;37965573-3;Armory and Gymnasium
37965573-3,P;,43.0759992,-89.3983828,37965573-2;37965573-4;Armory and Gymnasium
37965573-4,P;,43.0760221,-89.3984224,37965573-3;37965573-5;Armory and Gymnasium
37965573-5,P;,43.0760345,-89.3984709,37965573-4;37965573-6;Armory and Gymnasium
37965573-6,P;,43.0760347,-89.3985192,37965573-5;37965573-7;Armory and Gymnasium
37965573-7,P;,43.0760289,-89.3985713,37965573-6;37965573-8;Armory and Gymnasium
37965573-8,P;,43.0760064,-89.3986177,37965573-7;37965573-9;Armory and Gymnasium
37965573-9,P;,43.0759705,-89.3986514,37965573-8;37965573-10;Armory and Gymnasium
37965573-10,P;,43.0759177,-89.3986762,37965573-9;695814422-20
